DeviceName,Dew_Point,Indoor_Humidity,Indoor_Temperature,Outdoor_Humidity,Outdoor_Temperature,Discharge_Pressure,Discharge_Temperature,kW,Power_Factor,Volts_Line_to_Line,Volts_Line_to_Neutral
store0025-RackA,39.7,30.5,71.26,,84.24,224.8,,29.7,0.68,617.6,355.8
store0025-RackA,40.01,30.9,71.26,,83.7,224.8,,30.8,0.7,618.2,356.2
store0025-RackA,39.97,30.92,71.17,,83.14,224.8,,30.6,0.69,617.6,355.9
store0025-RackA,39.96,30.8,71.17,,83.73,219.0,,30.5,0.68,618.4,356.3
store0025-RackA,39.92,30.8,71.17,,83.73,219.0,,29.7,0.68,617.6,355.9
store0025-RackA,39.88,30.8,71.2,,83.73,223.8,,30.5,0.69,618.1,356.2
store0025-RackA,39.88,30.8,71.2,,84.42,224.3,,30.7,0.69,617.1,355.6
store0025-RackA,39.88,30.8,71.2,,84.11,224.3,,31.0,0.7,616.5,355.2
store0025-RackA,39.88,30.8,71.2,,84.11,229.8,,30.7,0.69,618.1,356.2
store0025-RackA,39.88,30.82,71.2,,83.95,224.5,,30.7,0.69,617.9,356.1
store0025-RackA,39.88,30.82,71.2,,83.95,230.2,,31.5,0.7,618.2,356.3
store0025-RackA,39.88,30.82,71.2,,84.33,233.0,,30.9,0.69,618.9,356.7
store0025-RackA,39.88,30.6,71.2,,84.45,233.0,,30.7,0.69,617.0,355.6
store0025-RackA,39.88,30.6,71.2,,83.43,233.0,,30.7,0.7,617.7,355.9
store0025-RackA,39.88,30.6,71.22,,82.4,233.0,,30.1,0.69,617.4,355.8
store0025-RackA,39.88,30.6,71.22,,82.4,233.0,,30.7,0.69,617.4,355.8
store0025-RackA,39.88,30.62,71.22,,82.71,222.6,,31.2,0.7,617.1,355.6
store0025-RackA,39.88,30.62,71.31,,82.83,222.3,,30.9,0.7,616.9,355.5
store0025-RackA,39.88,30.62,71.31,,82.83,222.3,,38.8,0.76,617.6,355.9
store0025-RackA,39.88,30.62,71.31,,82.83,228.7,,39.2,0.77,617.5,355.9
store0025-RackA,39.88,30.62,71.26,,82.58,225.4,,38.5,0.76,616.2,355.1
store0025-RackA,39.61,30.32,71.26,,82.58,229.4,,38.8,0.76,615.9,354.9
store0025-RackA,39.61,30.3,71.26,,82.58,229.1,,39.4,0.77,616.3,355.1
store0025-RackA,39.43,30.1,71.26,,82.49,229.1,,38.5,0.76,616.0,355.0
store0025-RackA,39.43,30.1,71.26,,82.8,229.1,,39.1,0.77,616.6,355.3
store0025-RackA,39.49,30.1,71.26,,82.8,227.7,,38.5,0.76,618.6,356.4
store0025-RackA,39.54,30.1,71.26,,82.65,224.9,,38.3,0.76,618.4,356.3
store0025-RackA,39.54,30.1,71.26,,83.05,229.9,,37.7,0.75,618.4,356.3
store0025-RackA,39.36,30.12,71.26,,83.21,229.9,,39.0,0.76,617.5,355.8
store0025-RackA,39.47,30.12,71.11,,83.21,229.9,,38.2,0.76,617.9,356.0
store0025-RackA,39.47,30.12,71.15,,83.21,227.3,,37.9,0.76,617.5,355.8
store0025-RackA,39.51,30.12,71.15,,83.21,219.2,,37.3,0.75,616.1,355.0
store0025-RackA,39.51,30.12,71.15,,82.74,219.2,,38.1,0.76,616.9,355.4
store0025-RackA,39.67,30.12,71.15,,82.74,219.2,,37.7,0.75,618.3,356.3
store0025-RackA,39.56,30.12,71.15,,82.74,225.1,,38.6,0.76,618.4,356.4
store0025-RackA,39.34,30.12,71.15,,83.55,221.2,,38.1,0.76,618.7,356.5
store0025-RackA,39.34,30.12,71.15,,83.55,218.5,,29.9,0.69,616.7,355.3
store0025-RackA,39.34,30.12,71.06,,82.92,218.7,,30.3,0.69,617.0,355.5
store0025-RackA,39.34,30.12,71.06,,82.92,218.4,,30.7,0.69,617.5,355.7
store0025-RackA,39.65,30.52,71.06,,82.92,218.4,,30.5,0.69,618.5,356.3
store0025-RackA,39.65,30.52,71.06,,82.92,218.4,,29.9,0.69,618.2,356.2
store0025-RackA,39.63,30.52,71.06,,82.92,218.4,,29.9,0.68,618.1,356.2
store0025-RackA,39.63,30.5,71.06,,82.22,218.4,,30.5,0.69,618.6,356.5
store0025-RackA,39.63,30.5,71.06,,82.15,218.1,,30.3,0.69,618.3,356.3
store0025-RackA,39.63,30.5,71.06,,81.88,216.6,,30.4,0.69,619.4,356.9
store0025-RackA,39.63,30.5,71.06,,81.88,218.2,,30.1,0.68,619.0,356.6
store0025-RackA,39.7,30.5,71.06,,81.88,218.2,,30.1,0.69,617.8,356.0
store0025-RackA,39.7,30.5,71.06,,82.18,218.2,,28.8,0.76,618.1,356.1
store0025-RackA,39.69,30.5,71.06,,82.18,218.2,,28.3,0.76,618.7,356.5
store0025-RackA,39.69,30.5,71.06,,81.36,213.8,,29.2,0.76,619.1,356.8
store0025-RackA,39.72,30.5,71.06,,81.36,213.2,,28.5,0.76,619.7,357.1
store0025-RackA,39.72,30.5,71.06,,81.36,214.9,,28.4,0.76,619.1,356.7
store0025-RackA,39.72,30.5,71.06,,81.36,217.0,,28.5,0.75,619.2,356.8
store0025-RackA,39.72,30.5,71.06,,81.36,219.5,,28.4,0.75,619.8,357.0
store0025-RackA,39.72,30.5,71.06,,82.62,219.5,,29.2,0.76,618.0,356.1
store0025-RackA,39.72,30.5,71.06,,82.62,217.1,,28.9,0.76,617.3,355.6
store0025-RackA,39.72,30.5,71.06,,82.62,213.5,,28.6,0.75,618.7,356.6
store0025-RackA,39.72,30.5,71.06,,82.31,213.5,,28.6,0.75,620.1,357.2
store0025-RackA,39.72,30.5,71.06,,82.45,220.2,,28.7,0.76,620.7,357.6
store0025-RackA,39.72,30.5,71.06,,82.45,213.4,,28.7,0.75,618.8,356.6
store0025-RackA,39.72,30.5,71.06,,82.45,213.4,,29.7,0.77,617.8,356.0
store0025-RackA,39.72,30.5,71.06,,82.45,213.4,,29.5,0.77,619.3,356.8
store0025-RackA,39.72,30.5,71.06,,82.45,213.4,,29.5,0.77,619.2,356.7
store0025-RackA,39.72,30.5,71.06,,82.45,213.4,,29.1,0.76,619.9,357.2
store0025-RackA,39.72,30.5,71.06,,82.45,219.0,,29.2,0.76,619.4,356.8
store0025-RackA,39.72,30.5,71.06,,82.45,218.8,,29.3,0.76,617.8,355.9
store0025-RackA,39.72,30.5,71.06,,82.45,218.8,,29.6,0.77,618.5,356.3
store0025-RackA,39.72,30.5,71.06,,82.45,218.8,,28.8,0.76,618.0,356.0
store0025-RackA,39.58,30.5,70.99,,82.96,214.5,,29.0,0.76,618.9,356.6
store0025-RackA,39.58,30.5,70.99,,82.0,216.3,,29.0,0.75,619.8,357.1
store0025-RackA,39.58,30.5,70.9,,82.0,216.3,,28.9,0.76,618.7,356.4
store0025-RackA,39.31,30.5,70.9,,82.0,208.8,,28.8,0.76,619.5,356.9
store0025-RackA,39.31,30.5,70.95,,82.36,214.0,,38.8,0.76,619.1,356.7
store0025-RackA,39.31,30.5,70.95,,82.27,220.5,,31.0,0.69,619.0,356.6
store0025-RackA,39.31,30.5,70.95,,82.27,226.3,,39.3,0.76,619.5,356.9
store0025-RackA,39.31,30.5,70.95,,81.66,223.7,,38.5,0.76,619.5,357.0
store0025-RackA,39.31,30.5,70.95,,81.57,223.8,,38.3,0.76,618.9,356.5
store0025-RackA,39.42,30.5,70.95,,81.27,224.0,,30.7,0.69,619.6,357.0
store0025-RackA,39.42,30.5,70.95,,81.84,224.0,,38.4,0.75,619.3,356.8
store0025-RackA,39.42,30.5,70.95,,81.84,224.0,,30.3,0.69,619.0,356.6
store0025-RackA,39.42,30.5,70.95,,81.84,223.4,,38.0,0.75,618.4,356.4
store0025-RackA,39.29,30.5,70.95,,81.84,223.4,,30.3,0.68,620.4,357.4
store0025-RackA,39.29,30.5,70.95,,82.09,223.4,,30.8,0.69,620.0,357.2
store0025-RackA,39.29,30.5,70.95,,82.09,222.4,,30.6,0.68,619.4,356.8
store0025-RackA,39.29,30.5,70.95,,82.06,222.4,,30.8,0.69,618.0,356.2
store0025-RackA,39.29,30.5,70.95,,82.06,222.4,,30.5,0.69,619.3,356.7
store0025-RackA,39.29,30.5,70.95,,81.48,222.4,,29.7,0.68,619.2,356.7
store0025-RackA,39.29,30.5,70.95,,81.19,222.4,,30.2,0.69,620.2,357.4
store0025-RackA,39.33,30.32,70.95,,81.19,222.4,,29.9,0.68,620.7,357.6
store0025-RackA,39.47,30.32,70.95,,81.45,222.4,,37.4,0.75,619.5,356.9
store0025-RackA,39.25,30.32,70.95,,81.45,214.8,,37.5,0.75,619.9,357.1
store0025-RackA,39.25,30.32,70.95,,81.45,214.2,,37.7,0.76,619.3,356.7
store0025-RackA,39.38,30.32,70.81,,81.79,219.6,,38.2,0.76,620.8,357.6
store0025-RackA,39.38,30.32,70.86,,81.79,219.6,,38.1,0.76,620.6,357.6
store0025-RackA,39.51,30.3,70.86,,81.75,219.6,,38.0,0.75,620.6,357.5
store0025-RackA,39.51,30.3,70.86,,81.75,219.6,,37.9,0.75,619.0,356.6
store0025-RackA,39.51,30.3,70.86,,81.75,219.6,,38.7,0.76,619.9,357.1
store0025-RackA,39.51,30.3,70.86,,81.41,216.5,,38.4,0.76,619.6,356.8
store0025-RackA,39.49,30.3,70.86,,81.54,221.2,,37.6,0.76,619.5,356.9
store0025-RackA,39.49,30.62,70.86,,80.89,222.9,,38.3,0.75,620.3,357.4
store0025-RackA,39.34,30.62,70.86,,80.83,217.7,,38.3,0.75,621.6,358.2
store0025-RackA,39.34,30.62,70.86,,80.83,217.7,,38.0,0.75,620.8,357.7
store0025-RackA,39.34,30.52,70.86,,80.8,221.5,,38.0,0.75,620.8,357.7
store0025-RackA,39.34,30.52,70.86,,80.96,216.2,,38.1,0.75,621.1,357.8
store0025-RackA,39.34,30.52,70.86,,80.67,216.2,,38.7,0.75,620.7,357.7
store0025-RackA,39.34,30.5,70.75,,80.67,222.1,,38.4,0.75,620.6,357.6
store0025-RackA,39.18,30.4,70.75,,80.4,222.3,,37.9,0.75,620.9,357.7
store0025-RackA,39.27,30.4,70.72,,80.46,224.5,,39.1,0.76,619.9,357.2
store0025-RackA,39.24,30.42,70.72,,80.62,225.7,,38.8,0.76,621.1,357.8
store0025-RackA,39.4,30.42,70.72,,80.62,220.1,,37.7,0.76,619.5,356.9
store0025-RackA,39.4,30.6,70.72,,80.62,220.1,,38.1,0.76,619.6,357.0
store0025-RackA,39.4,30.6,70.72,,80.1,220.1,,37.8,0.75,620.6,357.5
store0025-RackA,39.36,30.6,70.72,,80.1,220.1,,37.9,0.75,621.9,358.3
store0025-RackA,39.36,30.8,70.72,,80.01,215.9,,38.0,0.75,622.2,358.5
store0025-RackA,39.45,30.8,70.72,,80.01,215.6,,37.8,0.75,622.3,358.6
store0025-RackA,39.45,30.72,70.72,,80.58,214.3,,30.6,0.68,622.4,358.6
store0025-RackA,39.45,30.72,70.74,,80.74,214.9,,30.0,0.68,621.2,357.9
store0025-RackA,39.45,30.7,70.74,,80.53,213.8,,29.9,0.68,622.0,358.4
store0025-RackA,39.43,30.7,70.74,,80.53,213.8,,29.8,0.68,620.7,357.6
store0025-RackA,39.43,30.7,70.74,,80.53,213.8,,29.3,0.67,621.6,358.2
store0025-RackA,39.43,30.7,70.74,,80.53,213.2,,29.9,0.68,621.7,358.2
store0025-RackA,39.22,30.7,70.74,,80.53,218.7,,29.9,0.68,622.2,358.5
store0025-RackA,39.2,30.7,70.74,,80.53,215.1,,29.8,0.67,622.5,358.7
store0025-RackA,39.2,30.7,70.74,,80.49,215.1,,29.4,0.67,621.8,358.3
store0025-RackA,39.2,30.7,70.74,,80.49,214.6,,29.5,0.67,623.6,359.3
store0025-RackA,39.2,30.7,70.74,,80.49,214.6,,30.4,0.69,623.0,358.9
store0025-RackA,39.2,30.7,70.74,,80.49,214.6,,29.8,0.67,623.0,358.9
store0025-RackA,39.2,30.7,70.74,,80.49,214.6,,29.6,0.67,623.0,358.9
store0025-RackA,39.2,30.7,70.74,,79.93,214.6,,29.6,0.68,623.2,359.1
store0025-RackA,39.2,30.7,70.74,,79.93,219.2,,29.3,0.67,623.5,359.3
store0025-RackA,39.2,30.7,70.74,,80.15,219.2,,29.6,0.68,623.4,359.2
store0025-RackA,39.2,30.7,70.74,,80.31,219.2,,29.9,0.67,623.5,359.2
store0025-RackA,39.2,30.9,70.74,,79.84,219.3,,29.5,0.67,623.5,359.3
store0025-RackA,39.2,30.9,70.74,,80.28,219.3,,30.5,0.68,623.8,359.4
store0025-RackA,39.58,30.9,70.74,,80.28,219.0,,29.9,0.67,623.3,359.1
store0025-RackA,39.6,30.9,70.74,,80.24,219.0,,29.4,0.69,611.5,352.5
store0025-RackA,39.6,31.0,70.74,,80.24,219.0,,29.6,0.69,617.1,355.6
store0025-RackA,39.6,31.0,70.74,,80.19,219.0,,29.8,0.68,617.1,355.6
store0025-RackA,39.56,31.0,70.74,,80.19,219.0,,29.6,0.69,617.5,355.9
store0025-RackA,39.61,31.0,70.74,,80.06,218.8,,29.1,0.68,617.9,355.9
store0025-RackA,39.61,31.0,70.74,,80.06,218.2,,29.5,0.68,617.4,355.7
store0025-RackA,39.65,31.0,70.74,,80.06,218.2,,29.0,0.68,618.2,356.2
store0025-RackA,39.65,31.0,70.74,,80.06,218.2,,30.0,0.69,619.8,357.1
store0025-RackA,39.65,31.0,70.74,,80.06,218.2,,29.7,0.68,619.7,357.0
store0025-RackA,39.67,31.0,70.74,,79.5,218.2,,29.6,0.67,618.7,356.5
store0025-RackA,39.67,31.0,70.74,,79.54,213.5,,29.9,0.68,618.8,356.6
store0025-RackA,39.67,31.0,70.74,,79.63,213.5,,29.2,0.67,619.4,356.9
store0025-RackA,39.67,31.0,70.74,,79.63,213.5,,29.3,0.68,619.0,356.7
store0025-RackA,39.67,31.0,70.74,,79.57,214.0,,29.8,0.69,619.2,356.8
store0025-RackA,39.67,31.0,70.74,,79.32,214.0,,29.8,0.68,619.3,356.8
store0025-RackA,39.67,31.2,70.74,,79.32,219.5,,29.7,0.68,619.2,356.8
store0025-RackA,39.79,31.2,70.7,,79.45,219.5,,29.8,0.68,620.2,357.4
store0025-RackA,39.79,31.2,70.7,,79.36,217.9,,29.5,0.68,620.7,357.7
store0025-RackA,39.74,31.2,70.7,,79.41,217.9,,28.8,0.67,618.5,356.4
store0025-RackA,39.74,31.2,70.65,,79.41,217.9,,29.0,0.67,619.5,356.8
store0025-RackA,39.74,31.2,70.65,,79.41,210.6,,29.3,0.67,619.1,356.7
store0025-RackA,39.74,31.2,70.65,,79.41,210.2,,29.0,0.67,619.4,356.9
store0025-RackA,39.74,31.2,70.65,,79.27,210.2,,29.4,0.67,619.8,357.1
store0025-RackA,39.74,31.2,70.65,,79.23,210.2,,28.9,0.67,618.6,356.4
store0025-RackA,39.74,31.2,70.65,,79.23,210.2,,29.4,0.68,618.7,356.5
store0025-RackA,39.85,31.3,70.65,,79.23,211.5,,28.4,0.76,620.3,357.5
store0025-RackA,39.87,31.3,70.65,,79.23,208.7,,28.2,0.75,620.8,357.8
store0025-RackA,39.87,31.27,70.65,,79.2,208.7,,28.7,0.76,620.8,357.7
store0025-RackA,39.76,31.27,70.65,,79.11,211.2,,28.3,0.75,621.0,357.8
store0025-RackA,39.97,31.5,70.65,,79.05,211.3,,28.1,0.75,620.7,357.7
store0025-RackA,40.01,31.47,70.65,,79.14,211.3,,28.3,0.75,619.8,357.2
store0025-RackA,40.01,31.47,70.65,,79.14,211.3,,28.7,0.76,619.9,357.2
store0025-RackA,40.01,31.47,70.65,,79.14,211.7,,28.4,0.75,619.9,357.3
store0025-RackA,40.1,31.6,70.65,,78.93,211.7,,28.4,0.75,620.7,357.7
store0025-RackA,40.03,31.6,70.65,,78.89,212.7,,28.9,0.76,621.8,358.3
store0025-RackA,40.05,31.6,70.65,,78.84,212.6,,28.6,0.75,621.7,358.3
store0025-RackA,40.05,31.6,70.65,,78.76,212.4,,28.8,0.75,621.9,358.5
store0025-RackA,40.05,31.6,70.65,,78.67,212.0,,27.9,0.74,621.4,358.1
store0025-RackA,40.05,31.6,70.65,,78.67,212.0,,28.6,0.76,621.5,358.1
store0025-RackA,40.05,31.6,70.65,,78.62,212.0,,28.7,0.75,621.6,358.1
store0025-RackA,40.05,31.6,70.65,,78.46,212.1,,29.1,0.75,620.7,357.7
store0025-RackA,40.05,31.6,70.65,,78.4,211.8,,28.7,0.75,620.7,357.7
store0025-RackA,40.19,31.57,70.65,,78.28,211.8,,28.8,0.76,621.0,357.8
store0025-RackA,40.19,31.57,70.57,,78.1,211.8,,28.4,0.75,621.8,358.3
store0025-RackA,40.19,31.57,70.57,,78.03,211.8,,28.2,0.75,622.5,358.7
store0025-RackA,40.19,31.57,70.57,,78.03,211.8,,28.6,0.75,623.1,359.1
store0025-RackA,40.08,31.57,70.57,,77.88,211.8,,27.8,0.74,623.0,359.0
store0025-RackA,40.08,31.57,70.57,,77.76,211.8,,28.5,0.76,621.0,357.8
store0025-RackA,40.08,31.57,70.57,,77.54,210.9,,28.8,0.75,622.6,358.8
store0025-RackA,40.08,31.57,70.57,,77.5,210.9,,28.3,0.74,622.4,358.6
store0025-RackA,39.81,31.57,70.57,,77.36,206.2,,28.4,0.75,622.4,358.7
store0025-RackA,39.81,31.57,70.57,,77.32,206.2,,28.1,0.75,622.2,358.5
store0025-RackA,39.81,31.57,70.57,,77.32,206.2,,28.4,0.75,622.9,358.9
store0025-RackA,39.81,31.57,70.57,,77.2,204.2,,28.1,0.75,623.3,359.3
store0025-RackA,39.81,31.57,70.57,,77.11,209.3,,28.5,0.75,621.6,358.3
store0025-RackA,39.7,31.57,70.57,,76.96,203.8,,28.0,0.74,621.8,358.3
store0025-RackA,39.7,31.57,70.57,,76.96,208.5,,27.7,0.74,622.7,358.8
store0025-RackA,39.7,31.57,70.57,,76.87,202.1,,27.6,0.74,622.9,359.0
store0025-RackA,39.7,31.57,70.57,,76.87,202.1,,28.0,0.75,622.7,358.9
store0025-RackA,39.7,31.57,70.57,,76.78,207.7,,28.4,0.75,623.3,359.3
store0025-RackA,39.7,31.57,70.54,,76.75,207.9,,28.2,0.75,622.4,358.6
store0025-RackA,39.7,31.57,70.54,,76.69,207.6,,28.1,0.75,622.3,358.7
store0025-RackA,39.72,31.57,70.54,,76.51,207.6,,28.3,0.74,622.4,358.7
store0025-RackA,39.72,31.57,70.45,,76.48,207.6,,27.8,0.74,622.6,358.7
store0025-RackA,39.72,31.57,70.45,,76.44,207.4,,28.2,0.75,623.4,359.3
store0025-RackA,39.72,31.57,70.48,,76.44,207.4,,27.8,0.74,624.4,359.9
store0025-RackA,39.58,31.57,70.48,,76.39,206.5,,28.3,0.75,624.2,359.7
store0025-RackA,39.6,31.57,70.48,,76.39,200.4,,27.7,0.74,623.6,359.4
store0025-RackA,39.6,31.57,70.48,,76.3,200.4,,27.4,0.74,622.7,358.8
store0025-RackA,39.69,31.57,70.48,,76.14,199.0,,28.0,0.75,622.7,358.9
store0025-RackA,39.69,31.57,70.48,,76.23,204.3,,27.5,0.74,622.6,358.8
store0025-RackA,39.65,31.57,70.48,,76.08,198.2,,27.9,0.74,624.9,360.0
store0025-RackA,39.65,31.57,70.48,,76.01,198.2,,27.6,0.74,623.5,359.4
store0025-RackA,39.65,31.17,70.48,,76.01,202.8,,28.0,0.74,624.2,359.8
store0025-RackA,39.65,31.17,70.48,,75.92,202.3,,27.3,0.73,622.1,358.6
store0025-RackA,39.65,31.2,70.48,,75.87,201.8,,20.2,0.64,623.5,359.3
store0025-RackA,39.65,31.2,70.48,,75.74,196.5,,28.1,0.74,623.7,359.5
store0025-RackA,39.65,31.2,70.48,,75.61,196.5,,27.8,0.74,624.7,360.1
store0025-RackA,39.65,31.2,70.48,,75.52,196.8,,20.2,0.64,625.4,360.3
store0025-RackA,39.65,31.2,70.48,,75.43,196.8,,20.0,0.63,625.5,360.5
store0025-RackA,39.65,31.2,70.48,,75.43,196.8,,20.1,0.64,625.5,360.4
store0025-RackA,39.65,31.2,70.48,,75.34,196.8,,19.9,0.63,624.8,360.1
store0025-RackA,39.67,31.2,70.48,,75.34,197.1,,20.2,0.65,620.6,357.6
store0025-RackA,39.67,31.2,70.48,,75.22,201.5,,20.0,0.64,620.2,357.4
store0025-RackA,39.67,31.2,70.48,,75.22,196.7,,20.5,0.65,621.9,358.4
store0025-RackA,39.67,31.2,70.48,,75.06,201.2,,19.9,0.64,621.0,357.9
store0025-RackA,39.74,31.2,70.39,,74.97,201.0,,19.8,0.64,620.7,357.8
store0025-RackA,39.74,31.2,70.39,,74.88,201.0,,19.8,0.64,620.9,357.8
store0025-RackA,39.74,31.2,70.39,,74.88,194.8,,19.8,0.64,619.1,356.8
store0025-RackA,39.79,31.2,70.39,,74.79,200.6,,19.9,0.64,619.5,357.0
store0025-RackA,39.79,31.5,70.39,,74.7,200.1,,19.6,0.63,621.4,358.1
store0025-RackA,39.79,31.5,70.39,,74.66,200.1,,20.0,0.65,620.7,357.7
store0025-RackA,39.76,31.47,70.39,,74.57,200.1,,19.6,0.64,621.0,357.9
store0025-RackA,39.78,31.47,70.39,,74.44,200.1,,19.8,0.64,620.7,357.7
store0025-RackA,39.78,31.47,70.39,,74.35,199.9,,19.7,0.63,621.4,358.1
store0025-RackA,39.78,31.47,70.39,,74.35,199.9,,19.7,0.64,620.8,357.8
store0025-RackA,39.78,31.47,70.39,,74.35,199.9,,20.0,0.64,619.9,357.2
store0025-RackA,39.78,31.6,70.34,,74.32,199.9,,27.2,0.74,621.2,358.0
store0025-RackA,39.78,31.6,70.34,,74.23,199.9,,27.6,0.74,621.2,358.0
store0025-RackA,39.78,31.6,70.34,,74.23,199.9,,27.4,0.74,620.9,357.8
store0025-RackA,39.78,31.6,70.34,,74.14,200.2,,28.0,0.75,621.7,358.3
store0025-RackA,39.88,31.77,70.34,,74.1,200.2,,26.9,0.74,621.4,358.1
store0025-RackA,39.83,31.8,70.25,,73.92,212.4,,28.0,0.75,620.3,357.3
store0025-RackA,39.83,31.8,70.25,,73.92,212.4,,28.3,0.75,620.5,357.6
store0025-RackA,39.83,31.8,70.3,,73.92,218.8,,28.4,0.75,621.3,358.0
store0025-RackA,39.83,31.8,70.3,,73.87,218.7,,28.2,0.75,622.0,358.5
store0025-RackA,39.83,31.82,70.3,,73.83,224.6,,28.3,0.75,621.7,358.2
store0025-RackA,39.96,31.87,70.3,,73.8,224.6,,28.1,0.75,622.6,358.7
store0025-RackA,39.97,31.87,70.3,,73.8,220.9,,28.6,0.75,622.6,358.7
store0025-RackA,39.97,31.87,70.3,,73.74,218.2,,28.3,0.75,622.6,358.8
store0025-RackA,39.97,31.87,70.3,,73.62,218.2,,28.6,0.75,622.2,358.5
store0025-RackA,39.97,31.87,70.3,,73.62,218.2,,28.8,0.75,622.1,358.5
store0025-RackA,39.97,31.9,70.3,,73.58,219.6,,28.4,0.76,622.0,358.4
store0025-RackA,39.97,31.9,70.3,,73.53,220.5,,28.1,0.75,620.8,357.7
store0025-RackA,40.12,32.1,70.3,,73.49,196.3,,27.0,0.73,622.8,358.9
store0025-RackA,40.14,32.27,70.3,,73.4,191.8,,27.5,0.74,622.5,358.7
store0025-RackA,40.14,32.27,70.3,,73.31,191.8,,27.0,0.74,621.7,358.2
store0025-RackA,40.33,32.37,70.3,,73.31,191.8,,28.6,0.75,622.7,358.7
store0025-RackA,40.28,32.37,70.3,,73.27,191.8,,27.6,0.74,623.1,359.0
store0025-RackA,40.28,32.57,70.3,,73.22,191.8,,27.4,0.74,620.7,357.7
store0025-RackA,40.69,32.87,70.29,,73.22,190.7,,27.4,0.74,621.1,357.9
store0025-RackA,40.86,33.35,70.29,,73.15,196.0,,27.5,0.74,622.4,358.7
store0025-RackA,41.0,33.35,70.23,,73.06,190.9,,27.4,0.73,622.8,358.8
store0025-RackA,41.0,33.35,70.23,,73.06,190.9,,27.6,0.74,623.2,359.1
store0025-RackA,41.4,33.85,70.23,,73.06,190.9,,27.2,0.73,623.6,359.3
store0025-RackA,41.58,34.23,70.23,,72.97,190.9,,27.6,0.74,622.2,358.5
store0025-RackA,41.94,34.63,70.23,,72.97,198.1,,27.4,0.74,622.4,358.6
store0025-RackA,41.94,34.63,70.23,,72.91,192.4,,27.1,0.74,621.7,358.2
store0025-RackA,42.13,34.63,70.16,,72.88,192.4,,27.8,0.74,623.7,359.3
store0025-RackA,42.13,34.63,70.16,,72.79,191.2,,27.6,0.75,623.8,359.4
store0025-RackA,42.13,34.63,70.16,,72.79,191.2,,27.2,0.74,624.0,359.6
store0025-RackA,41.97,34.63,70.16,,72.66,191.2,,28.4,0.75,623.8,359.4
store0025-RackA,41.97,34.63,70.16,,72.57,207.4,,28.4,0.75,623.6,359.3
store0025-RackA,41.9,34.55,70.16,,72.54,220.1,,28.4,0.75,621.4,358.1
store0025-RackA,41.9,34.53,70.16,,72.45,221.5,,28.4,0.75,622.3,358.5
store0025-RackA,41.86,34.53,70.16,,72.45,221.5,,28.5,0.75,622.1,358.4
store0025-RackA,41.86,34.53,70.16,,72.36,221.2,,28.5,0.75,621.4,358.1
store0025-RackA,41.86,34.53,70.16,,72.36,221.2,,28.5,0.75,623.6,359.4
store0025-RackA,41.86,34.83,70.16,,72.32,221.2,,28.7,0.76,622.4,358.7
store0025-RackA,42.22,35.03,70.16,,72.32,221.3,,28.3,0.75,622.9,358.9
store0025-RackA,42.15,35.0,70.16,,72.27,221.3,,28.3,0.75,622.1,358.5
store0025-RackA,42.21,35.0,70.12,,72.23,221.6,,28.6,0.75,621.3,358.0
store0025-RackA,42.19,35.13,70.12,,72.23,221.8,,29.3,0.76,622.0,358.4
store0025-RackA,42.31,35.55,70.12,,72.23,222.4,,28.8,0.75,623.5,359.3
store0025-RackA,42.31,35.55,70.12,,72.14,222.4,,26.6,0.73,623.0,358.9
store0025-RackA,42.53,35.6,70.07,,72.14,190.1,,19.3,0.63,623.3,359.2
store0025-RackA,42.75,35.68,70.07,,72.14,190.1,,19.7,0.63,623.6,359.3
store0025-RackA,42.75,35.7,70.07,,72.1,190.1,,20.6,0.65,623.3,359.2
store0025-RackA,42.64,35.7,70.07,,72.01,193.5,,19.6,0.63,623.5,359.3
store0025-RackA,42.6,35.7,70.07,,72.01,193.5,,20.0,0.63,625.2,360.3
store0025-RackA,42.55,35.7,70.07,,72.05,188.7,,19.7,0.63,625.3,360.4
store0025-RackA,42.55,35.7,70.07,,72.05,188.7,,19.7,0.64,624.5,359.9
store0025-RackA,42.55,35.7,70.07,,72.05,188.7,,20.0,0.63,623.7,359.5
store0025-RackA,42.55,35.7,70.07,,72.05,192.6,,19.8,0.64,623.1,359.1
store0025-RackA,42.48,35.7,70.07,,72.05,192.6,,19.7,0.63,624.0,359.7
store0025-RackA,42.46,35.53,70.07,,72.05,192.6,,19.9,0.64,623.8,359.5
store0025-RackA,42.4,35.53,70.02,,72.05,192.6,,19.8,0.63,624.7,360.0
store0025-RackA,42.4,35.5,70.02,,72.05,192.6,,19.8,0.63,624.5,360.0
store0025-RackA,42.4,35.5,70.02,,71.92,192.6,,20.0,0.63,624.4,360.0
store0025-RackA,42.4,35.5,70.02,,71.92,192.6,,20.0,0.63,625.3,360.5
store0025-RackA,42.4,35.5,70.02,,71.92,187.1,,19.7,0.63,625.5,360.6
store0025-RackA,42.42,35.5,69.98,,71.74,192.1,,19.9,0.63,624.5,359.9
store0025-RackA,42.37,35.5,69.98,,71.71,194.8,,19.1,0.62,625.2,360.4
store0025-RackA,42.33,35.5,69.98,,71.67,201.0,,19.8,0.64,619.2,357.0
store0025-RackA,42.33,35.5,69.98,,71.56,204.6,,19.6,0.63,619.9,357.3
store0025-RackA,42.33,35.5,69.98,,71.51,209.8,,19.7,0.64,619.5,357.2
