DeviceName,Dew_Point,Indoor_Humidity,Indoor_Temperature,Outdoor_Humidity,Outdoor_Temperature,Discharge_Pressure,Discharge_Temperature,kW,Power_Factor,Volts_Line_to_Line,Volts_Line_to_Neutral
store0025-RackA,41.88,34.25,70.39,,76.01,206.0,,36.8,0.75,614.8,354.3
store0025-RackA,41.88,34.55,70.39,,76.01,202.1,,37.1,0.76,613.2,353.3
store0025-RackA,41.88,34.55,70.39,,75.74,207.0,,36.7,0.76,611.3,352.3
store0025-RackA,41.88,34.55,70.39,,75.7,207.1,,29.3,0.68,612.9,353.2
store0025-RackA,41.88,34.55,70.39,,75.31,201.8,,37.0,0.76,614.0,353.8
store0025-RackA,41.95,34.55,70.39,,75.22,201.8,,29.3,0.69,613.0,353.2
store0025-RackA,41.95,34.55,70.39,,75.27,205.7,,29.2,0.68,614.6,354.2
store0025-RackA,41.95,34.55,70.39,,75.4,205.7,,29.3,0.69,614.8,354.2
store0025-RackA,41.95,34.55,70.39,,75.4,205.7,,29.1,0.68,615.4,354.7
store0025-RackA,41.95,34.55,70.39,,75.43,205.7,,29.9,0.69,614.7,354.2
store0025-RackA,41.99,34.55,70.39,,75.49,207.6,,29.5,0.69,615.2,354.4
store0025-RackA,42.1,34.55,70.39,,75.49,202.6,,29.5,0.68,616.0,355.0
store0025-RackA,42.22,34.55,70.57,,75.49,202.6,,29.3,0.68,616.2,355.1
store0025-RackA,42.22,34.55,70.57,,74.97,202.6,,29.4,0.69,615.7,354.8
store0025-RackA,42.01,34.55,70.57,,74.97,202.6,,29.2,0.68,615.5,354.8
store0025-RackA,42.01,34.55,70.57,,75.0,202.6,,28.8,0.68,614.6,354.2
store0025-RackA,42.03,34.55,70.57,,75.18,201.5,,29.1,0.68,616.2,355.1
store0025-RackA,42.03,34.23,70.57,,75.18,201.5,,29.3,0.68,615.4,354.6
store0025-RackA,42.03,34.23,70.57,,75.06,199.6,,28.5,0.68,615.3,354.5
store0025-RackA,42.03,34.23,70.57,,75.06,199.0,,29.5,0.68,615.6,354.7
store0025-RackA,42.03,34.35,70.57,,75.06,197.1,,29.1,0.68,617.0,355.4
store0025-RackA,42.03,34.35,70.57,,75.06,197.8,,29.0,0.68,616.4,355.3
store0025-RackA,42.03,34.35,70.57,,75.06,197.8,,27.7,0.75,617.8,356.0
store0025-RackA,42.03,34.35,70.57,,75.06,192.4,,28.4,0.76,615.2,354.5
store0025-RackA,42.03,34.35,70.57,,75.06,194.8,,27.7,0.75,615.2,354.4
store0025-RackA,42.03,34.35,70.57,,74.88,195.1,,27.8,0.75,615.8,354.8
store0025-RackA,42.03,34.35,70.57,,74.91,195.1,,27.8,0.76,615.6,354.8
store0025-RackA,42.03,34.35,70.57,,74.91,197.4,,27.6,0.75,614.9,354.3
store0025-RackA,41.94,34.35,70.57,,74.91,197.9,,28.1,0.75,617.2,355.7
store0025-RackA,41.94,33.95,70.57,,74.84,196.8,,28.2,0.76,616.9,355.5
store0025-RackA,41.81,33.95,70.57,,74.84,196.8,,27.6,0.75,617.3,355.6
store0025-RackA,41.81,33.95,70.57,,74.84,196.8,,27.8,0.75,618.0,356.2
store0025-RackA,41.92,33.95,70.57,,74.84,198.4,,27.8,0.75,617.0,355.4
store0025-RackA,41.83,33.95,70.57,,74.84,198.7,,27.8,0.75,618.4,356.3
store0025-RackA,41.83,33.95,70.57,,74.75,198.7,,27.6,0.75,618.5,356.4
store0025-RackA,41.79,33.85,70.57,,74.79,198.7,,27.9,0.75,616.9,355.5
store0025-RackA,41.79,33.85,70.57,,74.79,199.5,,27.1,0.75,618.0,356.1
store0025-RackA,41.79,33.85,70.57,,74.7,198.5,,27.8,0.75,619.4,356.9
store0025-RackA,41.79,33.85,70.57,,74.7,198.5,,27.8,0.75,619.6,357.0
store0025-RackA,41.58,34.2,70.57,,74.7,198.5,,27.9,0.76,618.6,356.5
store0025-RackA,41.58,34.2,70.57,,74.7,198.5,,27.6,0.74,617.8,356.1
store0025-RackA,41.9,34.2,70.57,,74.7,198.5,,28.1,0.75,619.2,356.8
store0025-RackA,41.9,34.2,70.57,,74.53,198.5,,27.5,0.74,618.7,356.4
store0025-RackA,41.9,34.2,70.57,,74.53,192.9,,27.6,0.74,617.9,356.1
store0025-RackA,41.9,34.2,70.57,,74.57,198.2,,27.6,0.75,620.3,357.3
store0025-RackA,41.63,33.92,70.57,,74.61,193.5,,27.4,0.75,619.9,357.2
store0025-RackA,41.61,33.92,70.57,,74.35,192.0,,27.3,0.74,619.4,356.8
store0025-RackA,41.61,33.92,70.57,,74.32,197.3,,27.4,0.74,620.6,357.6
store0025-RackA,41.61,33.92,70.57,,74.17,197.3,,28.0,0.75,621.0,357.8
store0025-RackA,41.61,33.92,70.34,,74.17,197.3,,27.7,0.74,620.6,357.7
store0025-RackA,41.54,33.97,70.34,,74.05,197.6,,27.5,0.75,614.9,354.4
store0025-RackA,41.18,33.97,70.34,,74.14,192.7,,28.0,0.76,613.9,353.8
store0025-RackA,41.18,33.97,70.3,,74.01,192.7,,28.0,0.76,613.4,353.5
store0025-RackA,41.5,33.97,70.25,,73.65,192.7,,27.8,0.76,612.6,353.0
store0025-RackA,41.43,33.97,70.25,,73.65,196.2,,28.0,0.76,612.0,352.6
store0025-RackA,41.43,33.97,70.25,,73.65,196.2,,27.7,0.76,611.3,352.3
store0025-RackA,41.7,33.97,70.25,,73.65,196.2,,27.5,0.76,611.6,352.5
store0025-RackA,41.7,33.97,70.25,,73.65,196.2,,26.2,0.74,612.2,352.8
store0025-RackA,41.74,33.97,70.25,,73.58,197.0,,27.6,0.75,611.9,352.5
store0025-RackA,41.72,33.97,70.25,,73.58,197.0,,19.7,0.66,611.2,352.1
store0025-RackA,41.77,33.97,70.25,,73.44,196.7,,27.7,0.76,612.7,353.1
store0025-RackA,41.77,33.97,70.25,,73.31,193.2,,19.3,0.64,614.9,354.4
store0025-RackA,41.77,33.97,70.25,,73.15,193.2,,26.7,0.74,614.8,354.2
store0025-RackA,41.77,33.97,70.25,,73.15,193.2,,19.7,0.65,613.8,353.7
store0025-RackA,41.77,33.97,70.25,,73.18,195.6,,19.6,0.65,613.4,353.4
store0025-RackA,41.77,34.33,70.25,,73.0,195.6,,27.4,0.76,612.9,353.1
store0025-RackA,41.77,34.33,70.25,,72.84,195.7,,19.8,0.65,613.4,353.5
store0025-RackA,41.76,34.25,70.25,,72.79,195.7,,27.4,0.75,613.4,353.5
store0025-RackA,41.76,34.25,70.25,,72.63,195.7,,27.2,0.75,613.3,353.5
store0025-RackA,41.76,34.25,70.25,,72.48,194.3,,27.7,0.76,612.9,353.2
store0025-RackA,41.88,34.53,70.25,,72.48,194.3,,27.4,0.76,610.5,351.8
store0025-RackA,41.88,34.53,70.25,,72.32,189.8,,27.5,0.76,611.1,352.1
store0025-RackA,41.88,34.53,70.25,,72.41,189.8,,27.3,0.76,612.8,353.2
store0025-RackA,41.88,34.53,70.29,,72.41,189.8,,27.3,0.75,613.5,353.6
store0025-RackA,41.88,34.53,70.29,,72.23,187.3,,27.4,0.75,614.1,353.9
store0025-RackA,41.88,34.53,70.29,,72.18,191.8,,27.3,0.75,611.7,352.5
store0025-RackA,41.88,34.53,70.29,,72.01,191.8,,27.3,0.75,612.5,353.0
store0025-RackA,41.88,34.53,70.29,,72.01,191.8,,27.4,0.75,613.0,353.2
store0025-RackA,41.88,34.53,70.29,,71.89,191.4,,26.8,0.75,613.2,353.3
store0025-RackA,41.88,34.53,70.29,,71.89,190.6,,26.7,0.75,613.7,353.7
store0025-RackA,41.86,34.53,70.16,,71.96,191.5,,27.0,0.75,613.3,353.4
store0025-RackA,41.86,34.53,70.23,,71.83,191.0,,27.2,0.76,612.8,353.2
store0025-RackA,41.86,34.53,70.23,,71.56,191.0,,27.4,0.75,612.9,353.2
store0025-RackA,41.86,34.53,70.23,,71.56,191.0,,27.1,0.75,613.6,353.6
store0025-RackA,41.86,34.48,70.23,,71.51,191.0,,27.1,0.76,612.5,353.1
store0025-RackA,41.86,34.48,70.23,,71.38,185.1,,27.1,0.75,614.3,354.0
store0025-RackA,41.86,34.55,70.23,,71.2,190.1,,27.9,0.75,613.8,353.8
store0025-RackA,41.86,34.55,70.23,,71.24,190.9,,27.3,0.75,613.9,353.9
store0025-RackA,41.86,34.55,70.23,,71.24,192.1,,27.1,0.75,612.4,352.9
store0025-RackA,41.86,34.55,70.23,,71.02,184.9,,27.1,0.75,613.0,353.2
store0025-RackA,41.86,34.55,70.23,,70.93,184.9,,27.6,0.76,613.9,353.8
store0025-RackA,41.86,34.55,70.23,,70.93,191.2,,27.1,0.75,613.8,353.8
store0025-RackA,41.67,33.95,70.23,,70.93,191.2,,27.0,0.75,613.6,353.6
store0025-RackA,41.67,33.95,70.07,,70.66,185.9,,27.2,0.75,613.2,353.4
store0025-RackA,41.52,33.95,70.02,,70.57,185.9,,27.1,0.75,613.8,353.8
store0025-RackA,41.13,34.15,70.02,,70.43,190.4,,27.3,0.75,614.0,353.8
store0025-RackA,41.49,34.15,69.98,,70.25,185.4,,27.5,0.76,613.5,353.6
store0025-RackA,41.59,34.15,69.98,,70.21,189.6,,26.8,0.75,613.1,353.4
store0025-RackA,41.59,34.12,69.98,,69.85,182.6,,27.1,0.75,614.4,354.1
store0025-RackA,41.59,34.12,69.98,,69.76,182.6,,27.0,0.75,614.2,354.0
store0025-RackA,41.36,34.12,69.98,,69.76,188.1,,26.7,0.74,613.1,353.4
store0025-RackA,41.36,34.45,69.98,,69.62,187.6,,27.1,0.75,614.7,354.2
store0025-RackA,41.36,34.45,69.98,,69.49,187.8,,27.1,0.75,614.1,353.8
store0025-RackA,41.14,33.85,69.98,,69.4,188.7,,27.1,0.75,614.3,354.0
store0025-RackA,41.38,33.85,69.98,,69.4,187.9,,27.4,0.75,614.3,354.0
store0025-RackA,41.38,33.85,69.98,,69.22,187.9,,27.4,0.75,615.2,354.5
store0025-RackA,41.58,33.85,69.98,,69.17,187.4,,26.8,0.75,615.0,354.5
store0025-RackA,41.58,33.85,69.98,,69.08,187.4,,27.1,0.75,614.7,354.2
store0025-RackA,41.58,33.85,69.98,,69.08,182.3,,27.0,0.75,613.4,353.6
store0025-RackA,41.58,34.35,69.98,,68.99,186.4,,26.9,0.75,613.3,353.5
store0025-RackA,41.58,34.35,69.98,,68.9,180.3,,20.0,0.65,614.2,354.0
store0025-RackA,41.58,34.35,69.98,,68.86,185.3,,19.3,0.64,613.6,353.7
store0025-RackA,41.58,34.35,69.93,,68.86,179.5,,19.5,0.65,614.0,353.8
store0025-RackA,41.45,34.43,69.93,,68.86,179.0,,19.1,0.64,615.3,354.6
store0025-RackA,41.45,34.43,69.93,,68.72,184.6,,19.5,0.64,616.0,354.9
store0025-RackA,41.45,34.43,69.93,,68.72,184.6,,19.6,0.65,615.5,354.7
store0025-RackA,41.4,34.43,69.87,,68.72,184.6,,19.1,0.63,616.8,355.5
store0025-RackA,41.47,34.43,69.87,,68.54,184.6,,19.5,0.65,616.5,355.3
store0025-RackA,41.47,34.43,69.87,,68.45,179.3,,19.0,0.63,616.9,355.5
store0025-RackA,41.22,34.43,69.78,,68.36,168.9,,19.5,0.64,616.7,355.4
store0025-RackA,41.22,34.43,69.78,,68.23,176.8,,19.2,0.64,615.3,354.6
store0025-RackA,41.22,34.43,69.84,,68.23,170.7,,19.2,0.64,613.8,353.7
store0025-RackA,41.22,34.43,69.84,,68.09,175.7,,19.2,0.64,616.2,355.1
store0025-RackA,41.22,34.43,69.84,,67.87,175.7,,19.3,0.64,615.4,354.7
store0025-RackA,41.22,34.43,69.84,,67.87,170.6,,19.4,0.64,615.2,354.6
store0025-RackA,41.22,34.43,69.84,,67.82,175.6,,19.3,0.64,615.2,354.6
store0025-RackA,41.22,34.43,69.84,,67.78,175.6,,19.3,0.64,614.4,354.2
store0025-RackA,41.22,34.33,69.84,,67.69,195.4,,19.4,0.62,624.9,360.2
store0025-RackA,41.22,34.33,69.84,,67.69,195.4,,19.9,0.66,607.7,350.3
store0025-RackA,41.27,34.33,69.84,,67.6,197.1,,19.9,0.66,609.6,351.3
store0025-RackA,41.27,34.33,69.84,,67.51,197.1,,20.0,0.65,614.5,354.1
store0025-RackA,41.27,34.33,69.84,,67.51,200.1,,20.0,0.65,613.0,353.3
store0025-RackA,41.29,34.33,69.84,,67.46,200.1,,20.1,0.66,612.3,352.9
store0025-RackA,41.29,34.33,69.84,,67.42,199.9,,20.2,0.66,612.4,352.9
store0025-RackA,41.05,33.82,69.84,,67.33,199.9,,20.0,0.66,611.2,352.3
store0025-RackA,41.09,33.82,69.84,,67.28,204.0,,27.4,0.76,611.5,352.4
store0025-RackA,41.09,33.82,69.84,,67.28,199.0,,20.1,0.67,611.0,352.1
store0025-RackA,41.23,33.82,69.84,,67.19,198.8,,27.6,0.76,611.5,352.4
store0025-RackA,41.23,33.82,69.84,,67.15,198.8,,27.6,0.75,612.6,353.0
store0025-RackA,40.96,33.75,69.84,,67.15,199.2,,26.1,0.74,612.8,353.0
store0025-RackA,40.96,33.75,69.84,,67.06,173.2,,26.1,0.74,612.0,352.6
store0025-RackA,40.69,33.55,69.84,,67.01,168.1,,26.0,0.75,611.3,352.3
store0025-RackA,40.69,33.55,69.84,,66.97,174.0,,26.4,0.74,612.1,352.8
store0025-RackA,40.84,33.55,69.84,,66.92,173.9,,26.8,0.75,611.4,352.3
store0025-RackA,40.84,33.55,69.84,,66.92,173.9,,26.2,0.75,612.4,352.9
store0025-RackA,40.75,33.55,69.84,,66.92,173.9,,26.2,0.74,610.8,352.0
store0025-RackA,40.87,33.55,69.84,,66.88,173.9,,26.4,0.74,611.6,352.4
store0025-RackA,40.95,33.55,69.84,,66.79,174.5,,26.3,0.75,610.8,352.0
store0025-RackA,40.95,33.55,69.84,,66.7,168.7,,26.3,0.74,611.7,352.5
store0025-RackA,40.95,33.55,69.84,,66.7,174.3,,26.5,0.74,612.2,352.7
store0025-RackA,40.95,33.55,69.84,,66.7,174.3,,26.1,0.74,612.5,352.9
store0025-RackA,40.95,33.55,69.84,,66.61,168.2,,26.6,0.75,614.0,353.8
store0025-RackA,40.95,33.55,69.84,,66.61,168.2,,26.3,0.74,613.6,353.5
store0025-RackA,40.89,33.55,69.84,,66.61,172.9,,26.1,0.74,613.6,353.6
store0025-RackA,40.89,33.55,69.73,,66.52,167.1,,26.3,0.74,611.7,352.4
store0025-RackA,40.91,33.55,69.73,,66.34,167.1,,26.7,0.75,611.2,352.2
store0025-RackA,40.91,33.55,69.73,,66.29,174.2,,25.9,0.74,613.3,353.4
store0025-RackA,40.91,33.55,69.73,,66.2,196.0,,27.4,0.75,613.3,353.4
store0025-RackA,40.91,33.55,69.73,,66.2,194.0,,27.5,0.76,612.7,353.0
store0025-RackA,40.71,33.55,69.73,,66.25,196.2,,27.4,0.76,612.8,353.1
store0025-RackA,40.71,33.55,69.73,,66.25,196.2,,27.8,0.76,613.6,353.5
store0025-RackA,40.71,33.27,69.69,,66.25,197.0,,27.9,0.75,614.6,354.1
store0025-RackA,40.66,33.27,69.69,,66.15,199.3,,27.0,0.75,614.7,354.2
store0025-RackA,40.86,33.27,69.75,,66.11,201.7,,27.4,0.75,615.2,354.5
store0025-RackA,40.86,33.72,69.75,,66.06,195.9,,27.6,0.75,616.5,355.2
store0025-RackA,40.82,33.72,69.75,,66.06,196.8,,27.6,0.75,615.4,354.5
store0025-RackA,40.82,33.72,69.75,,66.02,196.8,,27.3,0.75,616.8,355.4
store0025-RackA,40.82,33.85,69.75,,65.93,196.8,,27.2,0.74,617.1,355.6
store0025-RackA,40.82,33.85,69.75,,65.97,196.8,,27.2,0.75,616.5,355.3
store0025-RackA,40.82,33.85,69.75,,65.97,196.7,,26.0,0.74,614.9,354.3
store0025-RackA,40.82,33.85,69.75,,65.88,171.5,,25.8,0.73,615.5,354.6
store0025-RackA,40.82,34.12,69.75,,65.88,167.9,,26.0,0.74,614.3,354.0
store0025-RackA,41.13,34.15,69.75,,65.88,172.8,,19.5,0.65,615.5,354.6
store0025-RackA,41.14,34.15,69.75,,65.88,172.8,,26.9,0.75,616.6,355.3
store0025-RackA,41.14,34.15,69.75,,65.88,168.5,,26.2,0.74,615.6,354.7
store0025-RackA,41.14,34.15,69.75,,65.88,168.5,,26.7,0.75,616.1,355.0
store0025-RackA,41.14,34.15,69.75,,65.79,173.4,,26.9,0.75,615.5,354.7
store0025-RackA,41.14,34.15,69.75,,65.84,173.4,,26.3,0.74,616.0,355.0
store0025-RackA,40.93,33.87,69.75,,65.84,173.4,,26.3,0.74,615.4,354.6
store0025-RackA,40.93,33.87,69.75,,65.84,173.4,,26.3,0.74,616.6,355.3
store0025-RackA,40.93,33.87,69.75,,65.84,169.2,,26.7,0.74,616.8,355.5
store0025-RackA,40.93,33.87,69.75,,65.64,175.0,,26.5,0.74,615.9,354.8
store0025-RackA,40.93,33.87,69.75,,65.61,170.0,,24.2,0.72,617.0,355.5
store0025-RackA,40.93,33.87,69.75,,65.61,170.0,,26.3,0.74,617.6,355.8
store0025-RackA,40.93,33.87,69.75,,65.55,170.0,,19.2,0.63,616.9,355.5
store0025-RackA,40.93,33.87,69.75,,65.55,170.0,,19.2,0.64,617.3,355.7
store0025-RackA,40.93,33.87,69.75,,65.55,170.0,,19.1,0.64,615.8,354.8
store0025-RackA,40.93,33.87,69.75,,65.55,173.1,,18.0,0.62,616.7,355.3
store0025-RackA,40.93,33.87,69.75,,65.52,166.5,,19.7,0.64,617.9,356.0
store0025-RackA,40.93,33.87,69.75,,65.52,186.5,,19.4,0.64,618.8,356.6
store0025-RackA,40.93,33.87,69.75,,65.52,188.5,,19.7,0.64,618.7,356.5
store0025-RackA,40.73,33.87,69.66,,65.41,192.3,,19.4,0.64,618.6,356.4
store0025-RackA,40.73,33.87,69.66,,65.41,192.3,,19.4,0.64,617.6,355.8
store0025-RackA,40.73,33.87,69.66,,65.41,194.2,,19.5,0.64,617.5,355.7
store0025-RackA,40.8,33.87,69.55,,65.32,194.2,,19.6,0.64,618.3,356.2
store0025-RackA,40.8,33.87,69.55,,65.28,198.1,,19.9,0.65,617.5,355.8
store0025-RackA,40.78,33.87,69.6,,65.14,198.2,,19.7,0.64,618.4,356.3
store0025-RackA,40.78,33.87,69.6,,65.1,198.7,,19.7,0.64,618.8,356.5
store0025-RackA,40.78,33.87,69.6,,65.05,198.7,,19.6,0.64,619.3,356.9
store0025-RackA,40.64,33.87,69.6,,64.96,171.4,,18.3,0.62,617.8,356.0
store0025-RackA,40.64,33.87,69.6,,64.87,171.4,,18.6,0.62,618.9,356.6
store0025-RackA,40.64,33.75,69.6,,64.87,165.3,,18.5,0.62,617.7,355.9
store0025-RackA,40.64,33.55,69.6,,64.81,165.7,,18.7,0.63,617.8,355.9
store0025-RackA,40.64,33.55,69.6,,64.69,170.6,,19.4,0.63,619.8,357.1
store0025-RackA,40.64,33.55,69.6,,64.78,170.6,,19.5,0.64,618.8,356.6
store0025-RackA,40.64,33.55,69.6,,64.58,170.6,,19.0,0.63,619.8,357.1
store0025-RackA,40.64,33.57,69.6,,64.4,170.6,,25.9,0.73,618.2,356.2
store0025-RackA,40.64,33.57,69.6,,64.45,170.6,,19.2,0.63,619.5,356.8
store0025-RackA,40.64,33.57,69.6,,64.45,170.6,,26.3,0.73,618.5,356.4
store0025-RackA,40.77,33.57,69.6,,64.36,164.8,,19.6,0.64,621.0,357.8
store0025-RackA,40.77,33.77,69.6,,64.36,171.2,,26.4,0.74,619.7,357.1
store0025-RackA,40.77,33.77,69.6,,64.31,166.4,,26.3,0.73,619.8,357.1
store0025-RackA,40.77,33.77,69.6,,64.31,172.6,,26.5,0.73,620.9,357.8
store0025-RackA,40.77,33.77,69.6,,64.31,172.6,,26.7,0.75,612.6,352.9
store0025-RackA,40.77,33.77,69.6,,64.31,166.1,,25.9,0.74,612.9,353.1
store0025-RackA,40.77,33.77,69.6,,64.31,170.9,,26.4,0.74,613.0,353.2
store0025-RackA,40.77,33.77,69.6,,64.26,170.9,,26.6,0.75,613.9,353.7
store0025-RackA,40.77,33.77,69.6,,64.26,170.9,,27.1,0.75,614.0,353.7
store0025-RackA,40.77,34.07,69.6,,64.26,190.0,,26.8,0.75,613.8,353.7
store0025-RackA,41.05,34.43,69.6,,64.22,186.8,,26.4,0.74,613.2,353.3
store0025-RackA,41.49,34.73,69.6,,64.08,186.8,,27.1,0.75,611.5,352.3
store0025-RackA,41.58,34.95,69.6,,63.99,187.0,,26.6,0.75,611.1,352.1
store0025-RackA,41.83,35.33,69.69,,63.95,183.1,,26.9,0.75,611.4,352.3
store0025-RackA,41.95,35.3,69.69,,63.9,188.2,,27.0,0.76,610.2,351.6
store0025-RackA,41.95,35.23,69.69,,63.84,191.8,,26.8,0.75,610.7,351.9
store0025-RackA,41.95,35.23,69.69,,63.81,191.8,,27.6,0.76,609.9,351.4
store0025-RackA,41.77,35.03,69.69,,63.81,192.7,,27.3,0.76,609.8,351.3
store0025-RackA,41.7,35.03,69.69,,63.66,194.3,,27.4,0.76,608.4,350.6
store0025-RackA,41.54,35.03,69.69,,63.63,200.1,,27.4,0.75,609.3,351.1
store0025-RackA,41.54,34.93,69.69,,63.63,200.1,,25.8,0.74,608.9,350.8
store0025-RackA,41.54,34.93,69.69,,63.72,162.9,,25.7,0.75,608.8,350.8
store0025-RackA,41.45,34.93,69.51,,63.54,162.9,,18.9,0.64,610.7,351.9
store0025-RackA,41.5,34.93,69.4,,63.48,159.8,,25.6,0.74,610.0,351.5
store0025-RackA,41.43,34.93,69.4,,63.48,169.0,,26.2,0.75,608.9,351.0
store0025-RackA,41.43,34.93,69.46,,63.43,169.0,,26.0,0.75,608.2,350.5
store0025-RackA,41.4,34.93,69.46,,63.43,172.3,,26.2,0.74,613.9,353.9
store0025-RackA,41.41,34.93,69.46,,63.43,172.3,,26.1,0.73,614.4,354.0
store0025-RackA,41.32,34.93,69.46,,63.43,166.2,,25.7,0.74,612.9,353.1
store0025-RackA,41.32,34.93,69.46,,63.34,170.3,,26.2,0.74,612.9,353.3
store0025-RackA,41.32,34.9,69.46,,63.39,170.3,,26.1,0.74,614.1,353.9
store0025-RackA,41.32,34.9,69.46,,63.3,170.3,,25.9,0.73,614.7,354.2
store0025-RackA,41.59,34.9,69.46,,63.21,165.6,,26.0,0.74,614.7,354.3
store0025-RackA,41.65,34.9,69.46,,63.16,165.6,,26.3,0.74,614.2,354.0
store0025-RackA,41.65,34.9,69.46,,63.16,165.6,,25.8,0.74,614.3,354.2
store0025-RackA,41.72,34.9,69.46,,63.07,168.7,,25.9,0.73,614.6,354.3
store0025-RackA,41.72,35.53,69.46,,63.01,163.6,,18.8,0.63,613.8,353.8
store0025-RackA,41.92,35.5,69.46,,62.98,162.8,,25.7,0.73,613.9,353.9
store0025-RackA,41.92,35.5,69.46,,62.92,185.6,,19.7,0.65,614.2,354.0
store0025-RackA,41.92,35.5,69.46,,62.89,185.3,,27.5,0.76,614.3,354.1
store0025-RackA,41.92,35.5,69.46,,62.8,190.7,,19.4,0.65,614.5,354.3
store0025-RackA,41.94,35.5,69.46,,62.83,190.7,,19.6,0.64,615.1,354.6
store0025-RackA,41.94,35.5,69.46,,62.83,192.3,,20.0,0.65,614.0,353.8
store0025-RackA,41.94,35.5,69.46,,62.83,192.3,,20.3,0.65,613.3,353.4
store0025-RackA,41.86,35.5,69.46,,62.74,194.9,,19.8,0.65,612.8,353.3
store0025-RackA,41.88,35.5,69.46,,62.65,195.9,,19.9,0.65,612.8,353.3
store0025-RackA,41.81,35.5,69.46,,62.6,196.7,,20.0,0.66,613.4,353.5
store0025-RackA,41.81,35.7,69.46,,62.6,192.4,,20.0,0.65,613.7,353.7
store0025-RackA,41.81,35.7,69.46,,62.51,192.4,,20.5,0.66,614.2,354.0
store0025-RackA,41.81,35.7,69.46,,62.47,192.0,,20.0,0.65,612.8,353.2
store0025-RackA,41.81,35.7,69.46,,62.42,192.0,,18.9,0.64,613.0,353.3
store0025-RackA,41.81,35.7,69.37,,62.42,163.1,,18.6,0.64,612.4,352.8
store0025-RackA,41.81,36.0,69.37,,62.42,163.1,,18.8,0.64,613.5,353.5
store0025-RackA,42.37,36.3,69.37,,62.42,161.1,,18.8,0.63,614.7,354.2
store0025-RackA,42.46,36.48,69.37,,62.42,167.6,,19.4,0.65,613.9,353.9
store0025-RackA,42.58,36.6,69.37,,62.56,167.6,,25.9,0.74,613.7,353.8
store0025-RackA,42.53,36.6,69.37,,62.69,170.1,,18.9,0.64,613.5,353.5
store0025-RackA,42.49,36.38,69.37,,62.69,170.1,,19.0,0.64,613.5,353.6
store0025-RackA,42.49,36.38,69.37,,62.69,170.1,,19.2,0.65,613.3,353.5
store0025-RackA,42.44,36.38,69.31,,62.69,164.6,,19.0,0.64,612.7,353.1
store0025-RackA,42.44,36.4,69.31,,62.69,170.6,,19.1,0.64,613.1,353.3
store0025-RackA,42.3,36.28,69.31,,62.69,165.7,,19.2,0.65,613.3,353.5
store0025-RackA,42.3,36.28,69.31,,62.69,165.4,,18.5,0.63,613.1,353.4
store0025-RackA,42.33,36.28,69.31,,62.69,169.5,,18.9,0.63,614.1,353.9
store0025-RackA,42.33,36.28,69.31,,62.69,163.9,,18.8,0.64,614.6,354.2
store0025-RackA,42.15,36.08,69.31,,62.69,163.9,,18.7,0.64,615.3,354.7
store0025-RackA,42.15,36.08,69.31,,62.69,163.9,,18.7,0.63,614.3,354.1
store0025-RackA,42.15,36.08,69.31,,62.69,168.1,,18.1,0.62,615.5,354.9
store0025-RackA,42.19,35.9,69.31,,62.69,167.1,,26.1,0.74,614.0,353.9
store0025-RackA,42.08,35.9,69.31,,62.69,183.2,,18.8,0.63,614.6,354.3
store0025-RackA,42.01,35.9,69.31,,62.33,175.7,,25.8,0.73,616.6,355.5
store0025-RackA,42.13,36.1,69.31,,62.24,177.5,,18.8,0.62,617.0,355.6
store0025-RackA,41.97,35.88,69.24,,62.15,180.4,,26.1,0.74,617.0,355.7
store0025-RackA,41.97,35.88,69.24,,62.1,182.3,,26.1,0.74,617.0,355.7
store0025-RackA,41.9,35.88,69.24,,62.1,179.8,,26.5,0.74,618.1,356.3
store0025-RackA,41.9,35.8,69.24,,62.1,187.6,,26.5,0.74,617.7,356.1
store0025-RackA,41.9,35.8,69.24,,62.1,184.2,,26.3,0.74,617.2,355.7
store0025-RackA,41.9,35.8,69.28,,62.1,184.2,,26.0,0.73,619.3,357.0
store0025-RackA,41.9,35.8,69.28,,62.06,184.2,,25.9,0.73,618.2,356.3
store0025-RackA,41.9,35.8,69.28,,62.01,184.2,,25.8,0.73,616.8,355.6
store0025-RackA,41.9,35.78,69.22,,61.95,184.8,,26.6,0.73,619.5,357.1
store0025-RackA,41.77,35.6,69.22,,61.92,182.6,,26.3,0.74,620.1,357.3
store0025-RackA,41.77,35.6,69.22,,61.86,182.6,,26.5,0.73,620.0,357.3
store0025-RackA,41.77,35.6,69.22,,61.86,190.0,,26.5,0.74,619.5,357.0
store0025-RackA,41.7,35.6,69.22,,61.86,193.2,,27.1,0.75,618.5,356.6
store0025-RackA,41.61,35.6,69.17,,61.83,187.8,,26.4,0.74,619.1,356.8
store0025-RackA,41.61,35.6,69.17,,61.83,189.2,,26.4,0.73,618.2,356.2
store0025-RackA,41.61,35.6,69.17,,61.77,189.2,,24.9,0.72,618.7,356.6
store0025-RackA,41.61,35.6,69.17,,61.77,160.1,,25.0,0.72,618.4,356.4
store0025-RackA,41.61,35.6,69.13,,61.77,160.1,,25.0,0.73,619.4,357.0
store0025-RackA,41.61,35.3,69.13,,61.74,157.3,,24.9,0.72,618.9,356.8
store0025-RackA,41.43,35.3,69.13,,61.74,156.8,,24.9,0.72,619.6,357.1
